Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score
Level 7 UTR at USTA National Campus,2019-11-24,Spencer Johnson,13.47,Juan Mendoza,10.0,"6-3, 6-2"
Level 7 UTR at USTA National Campus,2019-11-24,Spencer Johnson,13.47,Collin Matthews,0.0,"6-1, 6-4"
Moore Tennis Academy Junior Open (Level 5),2019-11-23,James Krantz,10.0,Andrei Crabel,11.56,"6-4, 6-2"
Moore Tennis Academy Junior Open (Level 5),2019-11-23,Andrei Crabel,11.56,IAN EVENTOV,0.0,"6-0, 6-1"
J4 Liverpool,2019-11-21,Giacomo Revelli,12.0,Ammar Elamin,12.59,"7-6(5), 6-2"
J4 Liverpool,2019-11-21,Charlie Miller,11.0,Giacomo Revelli,12.0,"6-3, 6-7(7), 6-4"
VIII Cto 1ra 2019 FDPT,2019-11-17,Sergio Monges,12.0,Gianluca Ballotta,12.0,"6-2, 6-4"
VIII Cto 1ra 2019 FDPT,2019-11-17,Gianluca Ballotta,12.0,Carlos Bustamante,8.0,"6-4, 6-1"
Seascape Junior Boys Excellence,2019-11-16,Aadarsh Tripathi,12.94,Emon Van Loben Sels,13.59,"6-2, 2-6, 6-3"
Seascape Junior Boys Excellence,2019-11-16,Aadarsh Tripathi,12.94,Geoffrey Golan,8.0,"6-1, 6-0"
Seascape Junior Boys Excellence,2019-11-16,Aadarsh Tripathi,12.94,Pavan Murugesh,0.0,"6-1, 6-1"
Seascape Junior Boys Excellence,2019-11-16,Aadarsh Tripathi,12.94,LUCCA LIU,12.76,"6-4, 6-4"
Seascape Junior Boys Excellence,2019-11-16,Carlo Hayden,0.0,Emon Van Loben Sels,13.59,9-8(6)
Seascape Junior Boys Excellence,2019-11-16,Emon Van Loben Sels,13.59,Joseph Teh,10.0,"3-6, 6-2, 6-1"
Seascape Junior Boys Excellence,2019-11-16,Emon Van Loben Sels,13.59,Jacobus du Plessis,0.0,"6-3, 7-6(0)"
Seascape Junior Boys Excellence,2019-11-16,Aadarsh Tripathi,12.94,Dario Tzeng,12.0,"3-6, 6-3, 6-4"
Robert J. Bohrer Thanksgiving Memorial Tournament (Level 4),2019-11-16,Jorge Yanez,0.0,Andrei Crabel,11.56,"6-4, 6-0"
Seascape Junior Boys Excellence,2019-11-16,Aadarsh Tripathi,12.94,Emon Van Loben Sels,13.59,"6-2, 2-6, 6-3"
LTA British Tour Edgbaston 2,2019-11-15,Joe Leather,12.28,Giacomo Revelli,12.0,"6-4, 7-5"
LTA British Tour Edgbaston 2,2019-11-15,Giacomo Revelli,12.0,Nicholas Adesalu,10.0,"6-4, 6-2"
LTA British Tour Edgbaston 2,2019-11-15,Giacomo Revelli,12.0,David Middleton,10.0,"5-7, 6-3, 6-1"
USTA Intermountain Level 3 Closed Fall Championships,2019-11-11,Michael Andre,12.0,Spencer Johnson,13.47,"6-7, 6-0, 6-4"
USTA Intermountain Level 3 Closed Fall Championships,2019-11-11,Spencer Johnson,13.47,Nicholas Dietrich,0.0,"6-0, 6-0"
USTA Intermountain Level 3 Closed Fall Championships,2019-11-11,Spencer Johnson,13.47,Artem lemolov,0.0,"6-1, 3-6, 6-4"
USTA Intermountain Level 3 Closed Fall Championships,2019-11-11,Spencer Johnson,13.47,Keanu Rigby,11.0,"6-3, 6-3"
USTA Intermountain Level 3 Closed Fall Championships,2019-11-11,Spencer Johnson,13.47,Paul Jones,0.0,"6-2, 6-1"
USTA Intermountain Level 3 Closed Fall Championships,2019-11-11,Spencer Johnson,13.47,Clark Steinhauser,0.0,"6-3, 6-4"
Allstate Sugar Bowl Tennis Classic - USTA National Level 3 BG 12-18,2019-11-10,Jagger Leach,13.3,Cassius Chinlund,12.35,"6-1, 6-0"
Allstate Sugar Bowl Tennis Classic - USTA National Level 3 BG 12-18,2019-11-10,William Manning,12.65,Cassius Chinlund,12.35,"7-6, 6-1"
Allstate Sugar Bowl Tennis Classic - USTA National Level 3 BG 12-18,2019-11-10,Cassius Chinlund,12.35,Elliot Wasserman,11.0,"6-0, 6-0"
J2 Lima,2019-11-08,Victorio Marquiselli,0.0,Gianluca Ballotta,12.0,"6-4, 6-2"
J4 Lexington,2019-11-02,Matthew Pitts,12.0,Kaylan Bigun,13.17,"6-4, 6-1"
J2 Causeway Bay,2019-11-01,Alexander Hoogmartens,13.0,Yu Zhang,12.0,"6-4, 6-2"
J2 Causeway Bay,2019-11-01,Alexander Hoogmartens,13.0,Xian Yao Zhou,0.0,"5-7, 6-4, 6-3"
J2 Causeway Bay,2019-11-01,Alexander Hoogmartens,13.0,Taiyo Yamanaka,13.03,"6-3, 6-3"
J2 Causeway Bay,2019-11-01,Alexander Hoogmartens,13.0,Marat Sharipov,14.04,"6-2, 7-6(5)"
J2 Causeway Bay,2019-11-01,Alexander Hoogmartens,13.0,Malhar RAJPAL,0.0,"6-2, 6-0"
J2 Nagoya,2019-10-26,Alexander Hoogmartens,13.0,Linus Carlsson Halldin,12.0,"6-4, 6-2"
J2 Nagoya,2019-10-26,Alexander Hoogmartens,13.0,Ryoma Matsushita,0.0,"6-4, 6-1"
J2 Nagoya,2019-10-26,Dominic Stricker,13.94,Alexander Hoogmartens,13.0,"6-2, 6-4"
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Zino Mirtorabi,0.0,Andrei Crabel,11.56,"6-4, 6-2"
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Cassius Chinlund,12.35,Sogo Kimura,0.0,"6-2, 6-0"
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Brandon Vu,9.0,Cassius Chinlund,12.35,
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Cassius Chinlund,12.35,Rex Harrison,10.0,"6-3, 6-2"
JA Osaka,2019-10-19,Dominic Stricker,13.94,Alexander Hoogmartens,13.0,"6-4, 6-3"
JA Osaka,2019-10-19,Alexander Hoogmartens,13.0,Rui WAKISAKA,0.0,"7-5, 6-1"
J4 Rungsted Kyst,2019-10-18,Kyle Lok Yin TANG,11.0,Giacomo Revelli,12.0,"3-6, 6-3, 6-2"
J4 Rungsted Kyst,2019-10-18,Giacomo Revelli,12.0,Sean Marcel Saal,0.0,"6-2, 6-3"
USTA National Level 2 Tournament,2019-10-13,Garen Spicka,0.0,Emon Van Loben Sels,13.59,"6-3, 6-7(7), 1-0(8)"
USTA National Level 2 Tournament,2019-10-13,Humza Noor,10.0,Cassius Chinlund,12.35,"6-0, 6-3"
USTA National Level 2 Tournament,2019-10-13,William Hsieh,12.34,Cassius Chinlund,12.35,"6-3, 6-1"
USTA National Level 2 Tournament,2019-10-13,Aadarsh Tripathi,12.94,Noah Becker,11.0,"6-4, 6-2"
USTA National Level 2 Tournament,2019-10-13,Aadarsh Tripathi,12.94,Garen Spicka,0.0,"6-4, 4-6, 1-0(2)"
USTA National Level 2 Tournament,2019-10-13,Aadarsh Tripathi,12.94,Patrick Toman,9.74,"6-1, 6-2"
USTA National Level 2 Tournament,2019-10-13,Aadarsh Tripathi,12.94,Raghav Jangbahadur,11.0,"7-5, 4-6, 1-0(5)"
USTA National Level 2 Tournament,2019-10-13,Aadarsh Tripathi,12.94,Ethan Quinn,14.88,4-4
USTA National Level 2 Tournament,2019-10-13,Rithvik Krishna,12.0,Aadarsh Tripathi,12.94,"6-3, 6-7(8), 1-0(7)"
USTA National Level 2 Tournament,2019-10-13,Alex Cairo,12.34,Emon Van Loben Sels,13.59,"6-2, 6-3"
USTA National Level 2 Tournament,2019-10-13,Cassius Chinlund,12.35,Ian Miller,11.0,"6-2, 6-4"
USTA National Level 2 Tournament,2019-10-13,Emon Van Loben Sels,13.59,Caleb Saltz,12.0,"7-5, 1-6, 1-0(2)"
USTA National Level 2 Tournament,2019-10-13,Cassius Chinlund,12.35,Maxwell Exsted,12.88,"6-3, 1-6, 1-0(10)"
USTA National Level 2 Tournament,2019-10-13,Cassius Chinlund,12.35,Mario Garcia,11.0,"6-4, 6-2"
J5 The Hague,2019-10-11,Giacomo Revelli,12.0,Jay Dylan Hara Friend,13.0,
J5 The Hague,2019-10-11,Mark Lajal,14.41,Giacomo Revelli,12.0,"6-1, 6-3"
J5 The Hague,2019-10-11,Giacomo Revelli,12.0,Bart Nouws,0.0,"7-6(6), 6-4"
J5 The Hague,2019-10-11,Giacomo Revelli,12.0,Daan Van Dijk,0.0,"2-6, 6-1, 6-2"
J5 The Hague,2019-10-11,Giacomo Revelli,12.0,Dominik Rys,0.0,"6-3, 6-4"
15th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2019-10-05,Andrei Crabel,11.56,Advik Mareedu,12.0,5-1
15th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2019-10-05,Carson Lee,12.0,Andrei Crabel,11.56,"6-2, 6-3"
LTA British Tour Exeter,2019-10-04,Samuel Nicholson,12.0,Giacomo Revelli,12.0,"6-4, 6-3"
Les Petits As - USA Playoffs Lacoste presented by AQR,2019-10-04,Kaylan Bigun,13.17,Vincent Yang,11.0,
Les Petits As - USA Playoffs Lacoste presented by AQR,2019-10-04,Paris Pouatcha,12.0,Kaylan Bigun,13.17,"4-6, 6-4, 6-4"
Les Petits As - USA Playoffs Lacoste presented by AQR,2019-10-04,Kaylan Bigun,13.17,Rohan Belday,11.92,"6-2, 6-1"
1st Annual Matt Stevenson Junior Open Tournament (Level 4),2019-09-29,Nelson A Alapi,10.0,Andrei Crabel,11.56,"6-3, 5-7, 1-0(14)"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Emon Van Loben Sels,13.59,Sriram Das,8.0,"6-3, 7-5"
"USTA National Level 3 Tournament - Lakewood, CA",2019-09-22,Cassius Chinlund,12.35,Paul Dandler,10.0,"6-1, 7-6(3)"
"USTA National Level 3 Tournament - Lakewood, CA",2019-09-22,Cassius Chinlund,12.35,Tyler Li,10.0,
"USTA National Level 3 Tournament - Lakewood, CA",2019-09-22,Mason Bui,10.0,Cassius Chinlund,12.35,"6-2, 6-0"
"USTA National Level 3 Tournament - Lakewood, CA",2019-09-22,Aniketh Poruri,10.0,Cassius Chinlund,12.35,"3-6, 6-3"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Nicholas Chen,11.0,Emon Van Loben Sels,13.59,"3-6, 6-2, 1-0(5)"
"USTA National Level 3 Tournament - Lakewood, CA",2019-09-22,Cassius Chinlund,12.35,Hardie Bloodworth,0.0,"6-3, 6-2"
USTA National Level 3: Dominate Duo Team Event,2019-09-22,Spencer Johnson,13.47,Joe Mairs,0.0,"6-1, 6-1"
USTA National Level 3: Dominate Duo Team Event,2019-09-22,Spencer Johnson,13.47,Brenden Baird,0.0,"6-2, 6-2"
USTA National Level 3: Dominate Duo Team Event,2019-09-22,Spencer Johnson,13.47,Micah Elias,9.0,6-3
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Aadarsh Tripathi,12.94,Dario Tzeng,12.0,"6-3, 6-4"
South Bay Fall Open Tournament (Level 5),2019-09-22,Andrei Crabel,11.56,Michael Chang,10.0,"6-4, 6-4"
South Bay Fall Open Tournament (Level 5),2019-09-22,Kyle Lundberg,10.0,Andrei Crabel,11.56,"7-6, 6-2"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Ethan Quinn,14.88,Aadarsh Tripathi,12.94,"6-2, 6-1"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,LUCCA LIU,12.76,Emon Van Loben Sels,13.59,"6-3, 6-4"
USTA National Level 3: Dominate Duo Team Event,2019-09-22,Spencer Johnson,13.47,Colin Fox,10.0,"6-3, 6-1"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Aadarsh Tripathi,12.94,Hunter Leija,0.0,"6-1, 6-0"
South Bay Fall Open Tournament (Level 5),2019-09-22,Andrei Crabel,11.56,Parker Chang,0.0,"6-4, 6-3"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Emon Van Loben Sels,13.59,Marcus Sebastian,10.0,"7-5, 6-4"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Aadarsh Tripathi,12.94,Luca Lovrich,10.0,"6-3, 6-0"
USTA National Level 3 @ Seascape Sports Club,2019-09-22,Emon Van Loben Sels,13.59,Bryce Nakashima Nakashima,13.31,"4-6, 7-5, 6-3"
"USTA National Level 3 Tournament - Lakewood, CA",2019-09-22,Cassius Chinlund,12.35,Lance Morgan,0.0,
J5 Guayaquil,2019-09-13,Gianluca Ballotta,12.0,Santiago Trapero,9.0,"6-2, 6-4"
J5 Guayaquil,2019-09-13,Gianluca Ballotta,12.0,Nelson Ramos Ponce,10.0,"6-0, 6-2"
J5 Guayaquil,2019-09-13,Juan Zabala,0.0,Gianluca Ballotta,12.0,"4-6, 6-3, 6-2"
J5 Guayaquil,2019-09-13,Gianluca Ballotta,12.0,Omar Suarez Berrezueta,11.0,"7-5, 6-3"
J4 Nicosia,2019-09-06,Kaylan Bigun,13.17,Andreas Philippou,0.0,"6-3, 6-1"
J4 Nicosia,2019-09-06,Kaylan Bigun,13.17,Mamas Nikolaos Zeniou,0.0,"6-1, 6-2"
USTA Intermountain Level 4 Labor Day Masters,2019-09-02,Spencer Johnson,13.47,Chase Kasday,10.0,"6-2, 7-5"
USTA Intermountain Level 4 Labor Day Masters,2019-09-02,Spencer Johnson,13.47,Hayden Stoltz,0.0,"6-0, 6-0"
USTA Intermountain Level 4 Labor Day Masters,2019-09-02,Spencer Johnson,13.47,Dragos Andrei Juncu,0.0,"6-2, 6-4"
USTA Intermountain Level 4 Labor Day Masters,2019-09-02,Spencer Johnson,13.47,Morgan H Schilling,10.0,"6-3, 6-1"
USTA Intermountain Level 4 Labor Day Masters,2019-09-02,Spencer Johnson,13.47,Tegan Hartman,0.0,"6-1, 6-1"
USTA Intermountain Level 4 Labor Day Masters,2019-09-02,Spencer Johnson,13.47,Max Wolfson,0.0,"6-0, 6-1"
Laguna Creek Sports Club USTA Junior Excellence,2019-08-31,Aadarsh Tripathi,12.94,Michael Gravel,10.0,"7-6(5), 7-5"
Laguna Creek Sports Club USTA Junior Excellence,2019-08-31,Aadarsh Tripathi,12.94,Joseph Teh,10.0,"4-6, 6-1, 6-1"
Laguna Creek Sports Club USTA Junior Excellence,2019-08-31,Aadarsh Tripathi,12.94,Michael Fourchy,0.0,"5-7, 6-0, 6-2"
Laguna Creek Sports Club USTA Junior Excellence,2019-08-31,Aadarsh Tripathi,12.94,Luke Bollinger,12.0,"7-5, 7-6(5)"
Laguna Creek Sports Club USTA Junior Excellence,2019-08-31,Ryan Torres,12.0,Aadarsh Tripathi,12.94,"7-6(4), 6-0"
11th Annual Jim Buck Team Jr Tournament (BG 14's - The Claremont Club) (Level 1),2019-08-31,Tyler Li,10.0,Cassius Chinlund,12.35,"6-4, 6-4"
11th Annual Jim Buck Team Jr Tournament (BG 14's - The Claremont Club) (Level 1),2019-08-31,Franklin Liu,0.0,Cassius Chinlund,12.35,"6-0, 6-4"
11th Annual Jim Buck Team Jr Tournament (BG 14's - The Claremont Club) (Level 1),2019-08-31,Carson Lee,12.0,Cassius Chinlund,12.35,"7-6(3), 1-6, 1-0(6)"
J4 Larnaca,2019-08-30,Stylianos CHRISTODOULOU,13.12,Kaylan Bigun,13.17,"6-3, 6-0"
21st Annual Ramada Junior Open Championships (Level 5),2019-08-25,William Lanstra,0.0,Andrei Crabel,11.56,"6-3, 7-6(4)"
21st Annual Ramada Junior Open Championships (Level 5),2019-08-25,Andrei Crabel,11.56,Austin Lucca,10.0,
J1 College Park,2019-08-23,Kaylan Bigun,13.17,Gevorg Mnatsakanyan,11.0,"6-1, 6-1"
J1 College Park,2019-08-23,Ozan Baris,13.83,Kaylan Bigun,13.17,"6-4, 6-2"
Safe Passage Tennis Jr. Open Tournament (Level 5),2019-08-18,Ian Miller,11.0,Andrei Crabel,11.56,"6-3, 6-4"
J3 Krakow,2019-08-17,Matej Galik,0.0,Alexander Hoogmartens,13.0,"6-3, 7-6(3)"
J3 Krakow,2019-08-17,Alexander Hoogmartens,13.0,Jan Wajdemajer,0.0,"6-4, 6-0"
J5 Lima,2019-08-16,Gianluca Ballotta,12.0,Jose Mari ROBALINO MUNOZ,0.0,"6-3, 6-4"
J5 Lima,2019-08-16,Gianluca Ballotta,12.0,Luis Rosselot ,0.0,"6-1, 6-0"
J5 Lima,2019-08-16,Michael Alejandro Beltran Rubio,11.35,Gianluca Ballotta,12.0,"7-5, 6-1"
International Hard Court Wild Card Challenge L5(400pts),2019-08-14,Owen Megargee,11.0,Kaylan Bigun,13.17,"7-5, 5-7, 6-2"
International Hard Court Wild Card Challenge L5(400pts),2019-08-14,Kaylan Bigun,13.17,Jakob Esterowitz,11.0,"7-5, 6-3"
International Hard Court Wild Card Challenge L5(400pts),2019-08-14,Kaylan Bigun,13.17,Ryan Nguyen,0.0,"7-6(9), 2-6, 1-0(8)"
J4 Porto,2019-08-10,Inaki Montes-de la Torre,14.27,Giacomo Revelli,12.0,"6-1, 6-3"
J3 Sobota,2019-08-10,Alexander Hoogmartens,13.0,Svyatoslav Gulin,13.94,"6-2, 6-0"
J3 Sobota,2019-08-10,Alexander Hoogmartens,13.0,Piotr Pawlak,12.43,"6-3, 6-4"
J3 Sobota,2019-08-10,Alexander Hoogmartens,13.0,Diego Augusto Barreto Sanchez,13.47,"7-5, 6-2"
J3 Sobota,2019-08-10,Alexander Hoogmartens,13.0,Jasza Szajrych,13.08,"6-0, 6-2"
J3 Sobota,2019-08-10,Alexander Hoogmartens,13.0,Ilarion Danilchenko,0.0,"6-4, 7-6(5)"
24th Annual San Luis Obispo Summer Classic (Level 4),2019-08-10,Austin Stone,10.0,Andrei Crabel,11.56,"6-2, 6-1"
J5 Arequipa,2019-08-09,Gianluca Ballotta,12.0,Joao Blumenschein,11.0,"6-0, 6-2"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Kaylan Bigun,13.17,Lucas Coriaty,11.0,"2-6, 6-4, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Nicholas Godsick,13.1,Kaylan Bigun,13.17,"6-7(8), 6-1, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Andrew Delgado,12.81,Kaylan Bigun,13.17,
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Kaylan Bigun,13.17,Mitchell Lee,12.63,"3-6, 6-3, 6-4"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Kaylan Bigun,13.17,Mikkel Zinder,12.0,"6-0, 6-1"
J5 Arequipa,2019-08-09,Gianluca Ballotta,12.0,Jose Mari ROBALINO MUNOZ,0.0,"6-3, 7-5"
J5 Arequipa,2019-08-09,Gianluca Ballotta,12.0,Benjamin Poblete Martinez,10.0,"6-2, 6-4"
J5 Arequipa,2019-08-09,Joaquin Estevez,11.0,Gianluca Ballotta,12.0,"6-4, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Kaylan Bigun,13.17,Edward Yue,9.0,"6-2, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Cooper Williams,13.63,Emon Van Loben Sels,13.59,"4-6, 6-4, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Quang Duong,0.0,Emon Van Loben Sels,13.59,"6-2, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Emon Van Loben Sels,13.59,Grahame Brown,0.0,"6-4, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Emon Van Loben Sels,13.59,Easton Horricks,0.0,"6-0, 7-6(4)"
USTA Boys' 14 and Boys' 12 National Championships,2019-08-09,Emon Van Loben Sels,13.59,Alexander ANEY,12.0,"6-0, 6-1"
Kalamazoo Boys' 18 and 16 National Championships,2019-08-05,Gabrielius Guzauskas,12.37,Spencer Johnson,13.47,"7-6(9), 1-6, 1-0(6)"
Kalamazoo Boys' 18 and 16 National Championships,2019-08-05,Spencer Johnson,13.47,Aidan Kim,13.75,"4-6, 6-2, 1-0(6)"
Kalamazoo Boys' 18 and 16 National Championships,2019-08-05,Kyle Totorica,11.0,Aadarsh Tripathi,12.94,"6-4, 4-6, 1-0(8)"
Westlake Athletic Club Summer Junior Open Tournament (Level 4),2019-08-04,Garrett Althausen,0.0,Andrei Crabel,11.56,"6-4, 6-3"
Westlake Athletic Club Summer Junior Open Tournament (Level 4),2019-08-04,Andrei Crabel,11.56,Landon Cronin,8.0,"6-0, 2-0"
J4 Leiria,2019-08-03,Inaki Montes-de la Torre,14.27,Giacomo Revelli,12.0,"6-3, 6-1"
J4 Leiria,2019-08-03,Giacomo Revelli,12.0,Arthur Dussaubat,0.0,"2-6, 6-2, 6-2"
J3 Cali,2019-08-02,Juan Martin Fumeaux Buenaventura,11.0,Gianluca Ballotta,12.0,"6-3, 6-7(8), 6-2"
J3 Cali,2019-08-02,Gianluca Ballotta,12.0,Nicolas GOENAGA GONZALEZ,0.0,"2-6, 7-5, 6-1"
Anaheim Tennis Center Open Classic (Level 4),2019-08-01,Warren Pham,11.0,Andrei Crabel,11.56,"6-0, 6-1"
Anaheim Tennis Center Open Classic (Level 4),2019-08-01,Andrei Crabel,11.56,Micah Ellington,0.0,"2-6, 6-1, 1-0(1)"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Conrad Brown,12.0,Emon Van Loben Sels,13.59,"6-1, 6-4"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Emon Van Loben Sels,13.59,Dylan Applegate,11.0,"6-1, 6-2"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,AJ Moore,11.0,Emon Van Loben Sels,13.59,"6-1, 6-3"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Emon Van Loben Sels,13.59,Alexander Edmonston,11.0,"5-7, 6-1, 1-0(9)"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Emon Van Loben Sels,13.59,Zachary Pellouchoud,11.0,"5-7, 6-2, 1-0"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Cole Stelse,12.0,Aadarsh Tripathi,12.94,"6-3, 6-2"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Aadarsh Tripathi,12.94,Zachary Pellouchoud,11.0,"7-6, 6-4"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Aadarsh Tripathi,12.94,Andre Williams,6.0,"6-4, 7-6"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Aadarsh Tripathi,12.94,Ethan Schiffman,12.0,"6-3, 3-6, 1-0"
"USTA National Level 2 Tournament, USTA Zone Team Championship, BG 16 (Northwest)",2019-07-28,Conrad Brown,12.0,Aadarsh Tripathi,12.94,"6-0, 6-1"
TENNIS CLUB DU BERCUIT (1081),2019-07-27,Alexander Hoogmartens,13.0,Thibault SAIVE,11.0,"4-6, 6-0, 6-1"
TENNIS CLUB DU BERCUIT (1081),2019-07-27,Alexander Hoogmartens,13.0,David TIXHON,11.0,"7-5, 6-3"
TENNIS CLUB DU BERCUIT (1081),2019-07-27,Julien DUBAIL,0.0,Alexander Hoogmartens,13.0,"6-2, 6-1"
J3 BogotÃ¡,2019-07-26,Murphy Cassone,14.38,Gianluca Ballotta,12.0,"6-7(9), 6-2, 6-4"
J3 BogotÃ¡,2019-07-26,Gianluca Ballotta,12.0,Thomas Cardona Herrera,12.0,"6-1, 6-4"
36th Annual Northridge Junior Open Tournament (Level 4),2019-07-25,Eduard Tsaturyan,0.0,Andrei Crabel,11.56,"6-0, 6-3"
36th Annual Northridge Junior Open Tournament (Level 4),2019-07-25,Andrei Crabel,11.56,Riley Hillenbrand,0.0,"7-6(7), 6-2"
36th Annual Northridge Junior Open Tournament (Level 4),2019-07-25,Andrei Crabel,11.56,Wyatt Farrar,0.0,"6-0, 6-3"
2019 ITA Summer Circuit Event - Furman University,2019-07-21,Spencer Johnson,13.47,Robert Hagen,11.0,
2019 ITA Summer Circuit Event - Furman University,2019-07-21,Spencer Johnson,13.47,Luke McClelland,0.0,"6-3, 6-2"
2019 ITA Summer Circuit Event - Furman University,2019-07-21,Spencer Johnson,13.47,Jacob Andress,10.0,"6-3, 6-3"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Kaylan Bigun,13.17,Jason Shuler,12.0,"6-3, 6-4"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2019-07-20,Marc Blekhman,11.0,Aadarsh Tripathi,12.94,"7-5, 4-6, 1-0(7)"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2019-07-20,Aadarsh Tripathi,12.94,Qidao Lian,0.0,"6-3, 6-0"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Kaylan Bigun,13.17,Carson Baker,12.53,"6-4, 6-1"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2019-07-20,Aadarsh Tripathi,12.94,Ajay Mahenthiran,11.0,"4-6, 6-3, 1-0(7)"
Lakewood Junior Open (Level 4),2019-07-20,Andrei Crabel,11.56,Taichi Sugai,0.0,"6-3, 6-3"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Kaylan Bigun,13.17,Mason Nguyen,10.0,"6-0, 6-0"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Andy Nguyen,13.13,Emon Van Loben Sels,13.59,"6-2, 6-2"
Lakewood Junior Open (Level 4),2019-07-20,Nathan Le,8.0,Andrei Crabel,11.56,
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2019-07-20,Colton Smith,15.11,Aadarsh Tripathi,12.94,"7-5, 6-3"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Kaylan Bigun,13.17,James Lian,11.0,"6-2, 2-6, 5-0"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Kaylan Bigun,13.17,Michael Cheng,0.0,"6-2, 6-1"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Ari Cotoulas,0.0,Emon Van Loben Sels,13.59,"6-3, 6-4"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Yannik Rahman,12.0,Kaylan Bigun,13.17,"7-5, 6-0"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Emon Van Loben Sels,13.59,Jesper Ohlson,0.0,"6-2, 6-1"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Emon Van Loben Sels,13.59,Matthew Fuffo,8.0,"6-2, 6-2"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Emon Van Loben Sels,13.59,Rithvik Katpelly,11.0,"6-2, 6-4"
2019 ITA Summer Circuit Event - Furman University,2019-07-20,Spencer Johnson,13.47,Alec Strause,0.0,"6-2, 6-2"
USTA Boys' 14 National Clay Court Championships,2019-07-20,Learner Tien,15.4,Kaylan Bigun,13.17,"6-3, 7-5"
J3 Moenchengladbach,2019-07-19,Benito Sanchez Martinez,13.0,Alexander Hoogmartens,13.0,"6-3, 6-3"
LTA British Tour Nottingham,2019-07-19,MOHAMED MORSI,0.0,Giacomo Revelli,12.0,"6-2, 6-2"
LTA British Tour Nottingham,2019-07-19,Giacomo Revelli,12.0,Reuben SHAHIDULLAH,11.0,"6-1, 6-2"
LTA British Tour Nottingham,2019-07-19,Giacomo Revelli,12.0,Thomas Smart,0.0,"5-7, 6-1, 7-6(1)"
J5 Medellin,2019-07-19,Pedro Alvarez,0.0,Gianluca Ballotta,12.0,"5-7, 6-3, 7-5"
J3 Moenchengladbach,2019-07-19,Alexander Hoogmartens,13.0,Fabian Gusic,11.0,"6-3, 6-2"
